"","SKA03_16","SKA03_19","SKA03_20","SKA03_27","SKA03_28","SKA03_29","SKA03_36","SKA03_38","SKA03_39","SKA03_41","SKA03_43","SKA03_45","SKA03_46","SKA03_48","SKA03_49","SKA03_56","SKA03_58","SKA03_59"
"OR10T2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10K2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EI24P2",0,0,0,0,0,0,0,0,2,6,0,0,2,0,4,0,0,0
"LOC107985212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10K1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107985213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10R2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSP90AA3P",0,0,4,2,0,2,0,0,0,0,2,4,2,0,0,2,0,0
"OR6Y1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR6P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10X1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10Z1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPTA1",4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"OR6K2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR6K3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR6K4P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR6N1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR6K6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR6N2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNDA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PYHIN5P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PYHIN1",10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"PYDC5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IFI16",96,52,86,92,26,34,28,40,82,95,84,98,74,125,80,72,62,136
"LOC105371461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIM2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAD1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRR-TCT4-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CADM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CADM3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACKR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCER1A",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"OR10J3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10J1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR10J4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02819",0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
"OR10J5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107985215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"APCS",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPL27P2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC101928264",0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,0,0,0
"DUSP23",622,422,618,254,320,319,230,266,308,364,242,272,308,308,316,358,274,298
"LOC105371464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCRL6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107985217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLAMF8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNHG28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VSIG8",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107985216",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFAP45",50,17,59,50,30,22,46,17,38,18,8,23,34,22,28,14,45,34
"MIR4259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAGLN2",19168,19918,26653,20690,10287,10636,20989,18829,18756,20246,18842,20720,22221,20513,20472,19034,15278,13916
"IGSF9",122,105,106,280,146,114,433,612,677,121,116,182,231,295,228,1010,1150,1541
"SLAMF9",2,6,1,14,6,2,2,7,10,11,3,6,6,0,0,32,23,38
"LINC01133",18,2,16,0,6,8,2,4,2,4,6,2,4,5,8,4,0,6
"FCRL6P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"RPL27AP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PIGM",1166,702,1084,949,852,704,592,512,552,764,758,728,908,966,970,578,730,712
"KCNJ10",6,0,4,4,2,0,2,10,0,0,0,0,0,2,0,2,4,6
"KCNJ9",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGSF8",562,478,771,596,256,262,574,504,612,636,607,608,635,594,587,720,720,716
"ATP1A2",35,4,38,2,4,0,4,2,0,8,12,4,10,0,0,0,2,10
"ATP1A4",0,0,6,0,0,4,3,1,0,2,1,0,0,0,0,0,0,0
"CASQ1",70,68,97,37,10,14,8,8,6,48,57,50,40,26,39,2,0,0
"LOC729867",1,2,6,23,5,10,1,2,0,2,8,2,3,4,19,1,0,1
"PEA15",8371,8277,13453,7259,3364,3609,5988,5018,4474,8788,7750,9042,8104,6621,6896,4370,3334,3150
"DCAF8",2067,2125,2750,3417,1475,1373,2776,2735,2994,2471,2606,2409,2986,2743,2678,3368,3259,3288
"LOC100287049",13,3,25,25,5,14,13,10,4,3,2,7,17,5,16,6,2,4
"RPSAP18",6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,4,6,0
"PEX19",1407,1888,2149,2396,823,868,2056,2162,2123,2273,2388,2266,2667,2562,2485,2693,2873,2899
"LOC107985219",0,2,0,1,2,0,0,6,0,1,1,3,0,0,2,0,1,1
"COPA",4296,4701,6994,8728,1628,1674,8390,8753,9411,6369,7492,8217,8262,8383,8136,9779,10431,9465
"SUMO1P3",30,9,28,24,14,10,14,18,6,10,6,22,6,10,14,16,22,8
"NCSTN",1966,2602,2807,3257,775,853,2099,2453,2681,3062,3388,3728,3246,2912,3303,2957,3086,3342
"NHLH1",4,0,0,0,0,2,0,6,2,0,4,0,2,0,2,0,6,0
"LOC105371466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VANGL2",6,4,0,8,0,0,6,2,10,10,0,0,8,2,0,4,12,6
"LOC105371467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLAMF6",0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105371468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD84",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLAMF1",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"LOC107985220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SETP9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD48",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLAMF7",6,4,6,2,3,2,4,0,2,0,0,4,0,2,0,2,0,0
"LOC105371470",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LY9",1,2,10,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0
"CD244",8,8,4,8,10,0,0,2,6,4,8,8,2,8,2,6,4,6
"ITLN1",71,69,89,56,13,22,15,11,22,65,46,59,49,28,62,29,46,52
"LOC646347",6,24,14,22,8,14,16,20,8,16,18,12,17,18,22,34,20,30
"LOC101928372",6,0,2,0,0,0,0,2,0,0,0,1,1,0,1,2,0,0
"ITLN2",0,2,11,2,0,0,9,4,0,6,7,7,4,16,8,10,2,6
"F11R",18446,15359,20900,14153,6847,8073,14539,16443,17166,16318,17303,16980,15761,15572,14388,22535,20561,21886
"TSTD1",351,321,557,209,154,204,129,136,118,316,278,295,288,305,235,203,246,341
"USF1",1174,811,1195,1413,1088,1051,1205,1140,1221,955,872,880,1374,1262,1187,1498,1404,1348
"ARHGAP30",25,16,49,23,13,8,6,4,6,8,28,22,8,18,7,18,11,4
"NECTIN4",5,2,6,4,8,10,4,2,2,0,4,0,0,2,0,2,4,8
"NECTIN4-AS1",0,0,8,20,0,2,10,7,4,0,4,0,2,10,4,2,10,8
"KLHDC9",0,0,13,16,10,2,6,4,8,0,4,2,10,2,0,10,0,12
"PFDN2",4995,2887,5632,2285,2278,2241,2054,2015,2111,3000,2529,2589,2850,2837,2799,2087,2360,2092
"NIT1",950,998,1206,1117,695,722,976,1097,1174,1244,1020,1170,1198,1316,1134,1454,1591,1600
"DEDD",989,950,1304,1040,608,670,762,830,787,824,737,791,876,870,867,932,962,1089
"UFC1",5301,4107,6604,2810,2752,2670,2773,2713,2678,4008,3210,3387,3571,3161,2972,4340,4167,4779
"LOC112543491",29,2,12,93,71,36,6,8,4,0,6,0,18,4,8,10,0,15
"USP21",437,544,651,1282,421,403,894,771,1042,566,693,666,919,873,849,932,1122,1012
"PPOX",172,150,216,231,184,207,274,247,324,234,194,145,271,274,298,372,380,434
"B4GALT3",1563,1543,2036,2269,1028,1145,1522,1427,1503,1792,1431,1616,2275,2196,2108,2049,1727,1809
"ADAMTS4",4,0,6,12,8,2,4,6,5,4,2,0,2,3,0,12,6,12
"NDUFS2",6832,6317,8893,6207,3793,3903,6316,6317,7129,7490,6166,6681,7175,7038,6880,8519,8556,8892
"FCER1G",50,23,65,12,19,11,10,0,4,13,39,27,15,21,12,23,18,15
"APOA2",8083,4502,6221,3093,5381,5242,4431,4671,5490,5124,3896,3967,5086,5086,4594,10298,9756,11630
"TOMM40L",1498,1264,1758,1881,1125,1103,1511,1617,1531,1493,1364,1283,2157,1856,1959,1828,1636,1578
"MIR5187",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"NR1I3",49,25,49,58,27,28,37,35,57,33,43,20,50,70,39,57,61,43
"PCP4L1",2,4,12,12,8,4,4,20,10,10,14,2,8,6,14,18,24,16
"LOC105371472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107985221",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MPZ",6,8,20,10,12,10,0,0,4,8,2,6,12,12,4,0,0,2
"SDHC",7351,6986,9052,7674,3527,3923,7458,8422,8424,6994,6939,6871,8039,7682,7173,10464,11124,10788
"CFAP126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RRM2P2",6,0,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"TRV-CAC1-1",0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,4,2
"LOC148430",2,0,2,2,4,3,0,2,0,0,0,0,0,2,1,4,0,0
"LOC102724602",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRE-TTC4-2",0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,2
"TRN-GTT2-2",0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0
"TRG-TCC4-1",0,0,0,2,0,0,0,0,0,0,0,6,0,0,4,0,0,0
"TRD-GTC2-1",0,0,0,2,0,2,0,0,0,0,0,0,0,0,4,0,0,0
"TRL-CAG1-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRG-GCC1-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRE-CTC1-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRG-TCC2-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRD-GTC2-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRL-CAG1-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRG-GCC1-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRE-CTC1-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRG-TCC2-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRD-GTC2-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRL-CAG1-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRG-GCC1-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRE-CTC1-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRG-TCC2-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRD-GTC2-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
